,latitude,longitude
944,37.47224,127.02456
945,37.47232,127.02576
946,37.47276,127.02655
947,37.47292,127.02709
948,37.47268,127.032
949,37.47266,127.03219
950,37.47249,127.0352
951,37.47226,127.03678
952,37.47291,127.03929
953,37.47229,127.04136
954,37.47252,127.04255
955,37.47272,127.04655
956,37.47297,127.04762
957,37.47288,127.04833
958,37.47236,127.04948
959,37.47296,127.05006
960,37.47271,127.05129
961,37.47284,127.05226
962,37.47238,127.09624
963,37.47282,127.09918
964,37.4729,127.10015
965,37.47264,127.10123
966,37.47207,127.10483
967,37.47273,127.1087
968,37.47225,127.10958
969,37.47237,127.11788
970,37.47238,127.11802
971,37.4737,126.88723
972,37.47302,126.88927
973,37.47385,126.89044
974,37.47357,126.8923
975,37.47353,126.89331
976,37.47321,126.89404
977,37.47352,126.89548
978,37.47361,126.90246
979,37.4735,126.90353
980,37.47387,126.90407
981,37.47373,126.90576
982,37.47345,126.90606
983,37.47358,126.91253
984,37.47304,126.91428
985,37.47361,126.91545
986,37.47378,126.91687
987,37.47349,126.91763
988,37.47399,126.91872
989,37.4735,126.91953
990,37.47341,126.92027
991,37.47361,126.92177
992,37.47355,126.92296
993,37.47356,126.92366
994,37.47351,126.92473
995,37.47323,126.93194
996,37.4736,126.93245
997,37.47329,126.93308
998,37.47309,126.9344
999,37.47321,126.93507
1000,37.47343,126.93874
1001,37.47359,126.93984
1002,37.47375,126.94038
1003,37.47351,126.94137
1004,37.47387,126.94236
1005,37.47393,126.94951
1006,37.4734,126.95226
1007,37.47357,126.95985
1008,37.47348,126.96015
1009,37.47398,126.96133
1010,37.47386,126.96454
1011,37.47378,126.96535
1012,37.47377,126.96677
1013,37.4736,126.96737
1014,37.47338,126.9688
1015,37.47337,126.9699
1016,37.47315,126.97058
1017,37.47303,126.97271
1018,37.47349,126.9735
1019,37.47358,126.97458
1020,37.47381,126.97589
1021,37.47357,126.97699
1022,37.47303,126.9775
1023,37.47364,126.97867
1024,37.47323,126.97937
1025,37.47331,126.98092
1026,37.47386,126.98144
1027,37.47355,126.98355
1028,37.47359,126.98534
1029,37.47345,126.98663
1030,37.47335,126.99108
1031,37.47352,127.02345
1032,37.47318,127.02449
1033,37.47353,127.02536
1034,37.47339,127.02667
1035,37.4732,127.02874
1036,37.47337,127.02952
1037,37.47379,127.03068
1038,37.47389,127.03189
1039,37.47387,127.03211
1040,37.47386,127.03398
1041,37.47356,127.03453
1042,37.47313,127.03961
1043,37.47345,127.04081
1044,37.47398,127.04153
1045,37.47382,127.04349
1046,37.47337,127.04486
1047,37.47358,127.04543
1048,37.47391,127.04982
1049,37.47323,127.05032
1050,37.47376,127.05127
1051,37.47348,127.05229
1052,37.4733,127.05312
1053,37.4731,127.09672
1054,37.47323,127.09825
1055,37.47346,127.09999
1056,37.47316,127.10305
1057,37.47332,127.10785
1058,37.47357,127.10832
1059,37.4737,127.11215
1060,37.47335,127.14065
1061,37.47498,126.8424
1062,37.47418,126.88621
1063,37.47474,126.88731
1064,37.47461,126.89085
1065,37.4748,126.89127
1066,37.4748,126.89468
1067,37.47431,126.89697
1068,37.47444,126.89726
1069,37.4747,126.90045
1070,37.47466,126.90257
1071,37.47455,126.90349
1072,37.47486,126.90478
1073,37.47428,126.90518
1074,37.47451,126.91345
1075,37.47439,126.91483
1076,37.47449,126.9153
1077,37.47429,126.91655
1078,37.47461,126.91783
1079,37.47412,126.91869
1080,37.47436,126.92
1081,37.47434,126.92011
1082,37.47491,126.92163
1083,37.47493,126.92281
1084,37.47415,126.92394
1085,37.47438,126.92444
1086,37.47472,126.92513
1087,37.47406,126.93118
1088,37.47432,126.93291
1089,37.47421,126.9334
1090,37.47452,126.93516
1091,37.47484,126.93736
1092,37.47459,126.93834
1093,37.4746,126.93917
1094,37.47465,126.94029
1095,37.47463,126.94186
1096,37.47455,126.94296
1097,37.47453,126.94302
1098,37.4747,126.94825
1099,37.47465,126.94959
1100,37.47465,126.95371
1101,37.47492,126.95672
1102,37.47489,126.95873
1103,37.47457,126.95997
1104,37.47425,126.96031
1105,37.47418,126.96135
1106,37.47468,126.9622
1107,37.47455,126.96361
1108,37.47406,126.96468
1109,37.47448,126.96541
1110,37.47479,126.96655
1111,37.47498,126.96707
1112,37.47451,126.96895
1113,37.4746,126.96941
1114,37.47462,126.97052
1115,37.47442,126.97254
1116,37.47479,126.97363
1117,37.47479,126.97413
1118,37.47445,126.97536
1119,37.4745,126.97638
1120,37.47476,126.97771
1121,37.47435,126.97849
1122,37.47487,126.98015
1123,37.47409,126.98175
1124,37.47466,126.98954
1125,37.47467,126.993
1126,37.47472,126.99305
1127,37.47458,127.00067
1128,37.47477,127.00154
1129,37.47424,127.02164
1130,37.47404,127.0319
1131,37.47443,127.03246
1132,37.47401,127.03391
1133,37.47478,127.03609
1134,37.47438,127.03918
1135,37.47405,127.04144
1136,37.47465,127.04263
1137,37.47487,127.04374
1138,37.47422,127.04632
1139,37.47447,127.04792
1140,37.47432,127.04873
1141,37.4746,127.04912
1142,37.47468,127.05027
1143,37.47422,127.05121
1144,37.47431,127.05225
1145,37.47435,127.05362
1146,37.47482,127.05437
1147,37.47439,127.05553
1148,37.47449,127.06996
1149,37.47494,127.09754
1150,37.47434,127.09894
1151,37.47442,127.09979
