,latitude,longitude
5476,37.50639,126.92161
5477,37.50635,126.92215
5478,37.50658,126.92577
5479,37.50697,126.9323
5480,37.50689,126.93351
5481,37.50633,126.93414
5482,37.50691,126.93544
5483,37.50649,126.93757
5484,37.50648,126.93816
5485,37.50608,126.94041
5486,37.50674,126.94594
5487,37.50636,126.94648
5488,37.50655,126.94973
5489,37.50651,126.95099
5490,37.50638,126.95171
5491,37.50647,126.95212
5492,37.5063,126.95514
5493,37.50678,126.95707
5494,37.50674,126.9601
5495,37.50618,126.96121
5496,37.50662,126.96313
5497,37.50665,126.96408
5498,37.50645,126.99262
5499,37.50647,126.99316
5500,37.50646,126.9964
5501,37.50671,127.00115
5502,37.5061,127.00439
5503,37.5064,127.0058
5504,37.50608,127.00989
5505,37.50626,127.0184
5506,37.50663,127.01961
5507,37.5062,127.02115
5508,37.5064,127.02257
5509,37.50634,127.02463
5510,37.50627,127.02546
5511,37.50661,127.02627
5512,37.50613,127.02757
5513,37.50684,127.02853
5514,37.50686,127.02957
5515,37.5066,127.03109
5516,37.5067,127.03529
5517,37.50671,127.03718
5518,37.5063,127.03824
5519,37.50661,127.03925
5520,37.50657,127.04277
5521,37.50654,127.04377
5522,37.50637,127.0448
5523,37.50625,127.04558
5524,37.50655,127.04665
5525,37.50617,127.0488
5526,37.50625,127.05017
5527,37.50681,127.05113
5528,37.50657,127.05244
5529,37.50672,127.05471
5530,37.50685,127.05664
5531,37.50629,127.06018
5532,37.50674,127.06146
5533,37.50681,127.06213
5534,37.5065,127.06315
5535,37.50639,127.06623
5536,37.5065,127.0813
5537,37.50661,127.08354
5538,37.50616,127.08476
5539,37.50661,127.08539
5540,37.5066,127.08724
5541,37.50623,127.0888
5542,37.50661,127.08966
5543,37.50636,127.09099
5544,37.50606,127.09187
5545,37.50684,127.09263
5546,37.50623,127.09386
5547,37.50635,127.09562
5548,37.50647,127.09708
5549,37.50608,127.09875
5550,37.50697,127.10178
5551,37.50655,127.10281
5552,37.50687,127.10365
5553,37.50634,127.10529
5554,37.50696,127.10631
5555,37.50697,127.10819
5556,37.50697,127.10944
5557,37.50625,127.1104
5558,37.50676,127.11119
5559,37.50657,127.11258
5560,37.50652,127.11339
5561,37.50634,127.11633
5562,37.50641,127.11763
5563,37.50697,127.12033
5564,37.50622,127.12103
5565,37.50647,127.12229
5566,37.50688,127.1314
5567,37.50684,127.13304
5568,37.50601,127.13401
5569,37.50632,127.14095
5570,37.50738,126.84477
5571,37.50721,126.84555
5572,37.50724,126.84689
5573,37.50738,126.84855
5574,37.50742,126.84974
5575,37.50751,126.85185
5576,37.50775,126.85378
5577,37.50721,126.85447
5578,37.50704,126.85589
5579,37.50754,126.86443
5580,37.50729,126.86725
5581,37.50791,126.86886
5582,37.50781,126.87468
5583,37.50793,126.87889
5584,37.50742,126.87951
5585,37.50785,126.88048
5586,37.50718,126.88255
5587,37.50707,126.8845
5588,37.50763,126.89148
5589,37.50751,126.89234
5590,37.50758,126.89872
5591,37.50737,126.8996
5592,37.50738,126.9007
5593,37.50745,126.90144
5594,37.50785,126.90268
5595,37.50799,126.9038
5596,37.50745,126.9044
5597,37.50779,126.9054
5598,37.50741,126.90638
5599,37.50738,126.90747
5600,37.50739,126.90818
5601,37.50791,126.90994
5602,37.5074,126.91017
5603,37.50741,126.91147
5604,37.5075,126.91251
5605,37.50766,126.91313
5606,37.50794,126.91414
5607,37.50738,126.91516
5608,37.50782,126.91756
5609,37.5074,126.91968
5610,37.50766,126.92075
5611,37.50779,126.92144
5612,37.50768,126.92233
5613,37.50731,126.92955
5614,37.5078,126.93024
5615,37.50754,126.93488
5616,37.50745,126.93608
5617,37.5074,126.9416
5618,37.5077,126.94303
5619,37.50711,126.94816
5620,37.50724,126.9518
5621,37.50759,126.95425
5622,37.50779,126.95746
5623,37.50782,126.95888
5624,37.50795,126.9602
5625,37.50749,126.96157
5626,37.5074,126.96287
5627,37.50727,126.96521
5628,37.50706,127.00779
5629,37.50732,127.0176
5630,37.50793,127.01889
5631,37.50768,127.01981
5632,37.5071,127.02014
5633,37.50764,127.02129
5634,37.50743,127.02209
5635,37.50764,127.02384
5636,37.50736,127.0245
5637,37.50775,127.02585
5638,37.50743,127.02699
5639,37.50787,127.02745
5640,37.50753,127.02875
5641,37.50762,127.03037
5642,37.5072,127.03108
5643,37.5076,127.0326
5644,37.50724,127.03422
5645,37.50749,127.03623
5646,37.50713,127.04088
5647,37.50753,127.04216
5648,37.5075,127.04355
5649,37.50769,127.04456
5650,37.50746,127.04521
5651,37.50761,127.05208
5652,37.50783,127.05425
5653,37.50779,127.05747
5654,37.50768,127.05943
5655,37.5079,127.0608
5656,37.50711,127.06273
5657,37.50732,127.06361
5658,37.50724,127.06492
5659,37.50762,127.08075
5660,37.50741,127.0819
5661,37.50715,127.08252
5662,37.5075,127.08467
5663,37.50756,127.08628
5664,37.5077,127.08778
5665,37.50728,127.09169
5666,37.50713,127.09269
5667,37.50743,127.09421
5668,37.50719,127.09806
5669,37.5075,127.10312
5670,37.50733,127.10468
5671,37.50746,127.11133
5672,37.50732,127.11297
5673,37.50741,127.1132
5674,37.50725,127.11438
5675,37.50756,127.1159
5676,37.50712,127.11683
5677,37.50758,127.11777
5678,37.50763,127.11813
5679,37.50762,127.1194
5680,37.50782,127.12083
5681,37.50765,127.12135
5682,37.50762,127.12356
5683,37.50776,127.12787
5684,37.50722,127.12877
5685,37.50781,127.1319
5686,37.50719,127.13486
5687,37.50716,127.13692
5688,37.50867,126.84193
5689,37.50891,126.84363
5690,37.50856,126.84484
5691,37.508,126.84694
5692,37.50813,126.8523
5693,37.50831,126.85535
5694,37.50817,126.8564
5695,37.50859,126.86518
5696,37.50894,126.86616
5697,37.50898,126.86755
5698,37.50815,126.86838
5699,37.50854,126.87609
5700,37.50818,126.87785
5701,37.50834,126.87991
5702,37.50894,126.88043
5703,37.50812,126.88821
5704,37.5083,126.89167
5705,37.50838,126.89572
5706,37.50873,126.89654
5707,37.50861,126.89769
5708,37.5081,126.89868
5709,37.50852,126.89959
5710,37.50851,126.9006
5711,37.50864,126.90152
5712,37.50874,126.90222
5713,37.50868,126.90324
5714,37.50868,126.90453
5715,37.50853,126.90553
5716,37.50843,126.90647
5717,37.50877,126.90749
5718,37.50839,126.90867
5719,37.50858,126.90939
5720,37.50887,126.91025
5721,37.50849,126.91126
5722,37.50865,126.91277
5723,37.5089,126.91349
5724,37.50836,126.91437
5725,37.50895,126.9158
5726,37.50887,126.91652
5727,37.508,126.91757
5728,37.50893,126.92081
5729,37.50849,126.92151
5730,37.50879,126.9221
5731,37.50874,126.92528
5732,37.5088,126.93233
5733,37.50844,126.93589
5734,37.50844,126.93671
5735,37.50806,126.93763
5736,37.50809,126.93925
5737,37.50838,126.94041
5738,37.50889,126.94122
5739,37.50853,126.94368
5740,37.50866,126.9441
5741,37.50808,126.94732
5742,37.50813,126.94824
5743,37.50808,126.95143
5744,37.50855,126.956
5745,37.50861,126.95674
5746,37.508,126.95801
5747,37.50899,126.96098
5748,37.50877,126.96167
5749,37.50817,126.96257
5750,37.50822,126.96322
5751,37.50871,126.96404
5752,37.50891,126.99941
5753,37.50838,127.00331
5754,37.50868,127.00831
5755,37.50885,127.01135
5756,37.5087,127.01783
5757,37.50867,127.01843
5758,37.50847,127.02014
5759,37.50851,127.02165
5760,37.5086,127.02272
5761,37.50853,127.02444
5762,37.50844,127.02534
5763,37.50889,127.027
5764,37.50836,127.02777
5765,37.50878,127.02849
5766,37.50856,127.02949
5767,37.5082,127.0304
5768,37.50846,127.03222
5769,37.50858,127.0346
5770,37.50848,127.03578
5771,37.50822,127.03718
5772,37.5083,127.04147
5773,37.50853,127.04236
5774,37.5083,127.04354
5775,37.50827,127.04426
5776,37.50879,127.05262
5777,37.5088,127.05372
5778,37.50857,127.05589
5779,37.50869,127.05662
5780,37.50894,127.05727
5781,37.50832,127.05906
5782,37.50829,127.06175
5783,37.50875,127.06204
5784,37.50857,127.06698
5785,37.50853,127.07133
5786,37.50889,127.07393
5787,37.50821,127.07975
5788,37.50835,127.08117
5789,37.50854,127.08212
5790,37.50839,127.08357
5791,37.50806,127.08632
5792,37.50863,127.08707
5793,37.5086,127.09782
5794,37.50802,127.10519
5795,37.50816,127.10716
5796,37.5086,127.10846
5797,37.50836,127.1094
5798,37.50853,127.11225
5799,37.50814,127.11492
5800,37.50853,127.11766
5801,37.50849,127.11838
5802,37.50881,127.12217
5803,37.50861,127.1296
5804,37.50881,127.13061
5805,37.50831,127.13222
5806,37.50872,127.13342
5807,37.50853,127.13418
5808,37.50944,126.83707
5809,37.50952,126.84386
5810,37.50966,126.8465
5811,37.50909,126.85356
5812,37.50926,126.85565
5813,37.50915,126.86192
5814,37.50952,126.8653
5815,37.50946,126.86652
5816,37.50968,126.86754
5817,37.509,126.86844
5818,37.50908,126.8695
5819,37.50969,126.87009
5820,37.5097,126.8775
5821,37.50925,126.87839
5822,37.50941,126.87942
5823,37.50997,126.88136
5824,37.50933,126.88486
5825,37.50913,126.88639
5826,37.50942,126.88772
5827,37.50989,126.89017
5828,37.50995,126.89297
5829,37.50935,126.89328
5830,37.50972,126.89403
5831,37.50954,126.89575
5832,37.50967,126.89621
5833,37.50901,126.89793
5834,37.50921,126.89952
5835,37.50998,126.90187
5836,37.50921,126.90222
5837,37.50923,126.9036
5838,37.50943,126.90437
5839,37.50939,126.90638
5840,37.5095,126.90797
5841,37.50957,126.90847
5842,37.50949,126.90964
5843,37.50928,126.91052
5844,37.50978,126.91275
5845,37.50954,126.91341
5846,37.50929,126.91456
5847,37.50904,126.91586
5848,37.50956,126.91746
5849,37.50981,126.91917
5850,37.50961,126.92034
5851,37.5096,126.92125
5852,37.50962,126.92239
5853,37.50943,126.92349
5854,37.50907,126.9241
5855,37.50995,126.9261
5856,37.50954,126.92836
5857,37.50977,126.93319
5858,37.50978,126.9344
5859,37.50969,126.93675
5860,37.50927,126.93757
5861,37.50958,126.93843
5862,37.50902,126.93912
5863,37.50987,126.94131
5864,37.50981,126.94282
5865,37.50934,126.94476
5866,37.50981,126.94581
5867,37.50901,126.94666
5868,37.5096,126.94883
5869,37.50919,126.95076
5870,37.50961,126.95546
5871,37.50932,126.95699
5872,37.50906,126.95781
5873,37.50955,126.95848
5874,37.50928,126.95952
5875,37.50955,126.96058
5876,37.50965,127.00279
5877,37.50946,127.00346
5878,37.50949,127.00433
5879,37.50986,127.00766
5880,37.50928,127.00846
5881,37.50925,127.01761
5882,37.5096,127.01868
5883,37.50947,127.01953
5884,37.50917,127.02061
5885,37.50903,127.02392
5886,37.50986,127.02471
5887,37.50937,127.02556
5888,37.50956,127.0263
5889,37.50931,127.02759
5890,37.50979,127.02822
5891,37.50921,127.02958
5892,37.50946,127.03077
5893,37.5094,127.0315
5894,37.50903,127.03398
5895,37.50951,127.03532
5896,37.50927,127.03646
5897,37.50958,127.03766
5898,37.50961,127.04
5899,37.509,127.04273
5900,37.50908,127.04392
5901,37.50996,127.04602
5902,37.5098,127.05237
5903,37.50946,127.05345
5904,37.50903,127.05442
5905,37.50972,127.05656
5906,37.50957,127.05844
5907,37.50938,127.06245
5908,37.5093,127.06396
5909,37.50939,127.07419
5910,37.50932,127.08056
5911,37.50964,127.08227
5912,37.50989,127.08388
5913,37.50907,127.08408
5914,37.50931,127.08673
5915,37.50978,127.09772
5916,37.50944,127.10274
5917,37.50909,127.10599
5918,37.50981,127.10682
5919,37.50948,127.10738
5920,37.50923,127.11049
5921,37.50942,127.11275
5922,37.50924,127.11586
5923,37.50982,127.11836
5924,37.50927,127.12035
5925,37.50953,127.12234
5926,37.50937,127.12332
5927,37.50942,127.12482
5928,37.50994,127.1252
5929,37.50935,127.12675
5930,37.50964,127.12758
5931,37.50987,127.13093
5932,37.5092,127.13259
5933,37.51076,126.83147
5934,37.51069,126.83652
5935,37.51036,126.84132
5936,37.5106,126.8433
5937,37.51005,126.84522
5938,37.51073,126.85539
5939,37.51038,126.85649
5940,37.51048,126.85914
5941,37.51048,126.86075
5942,37.51044,126.86401
5943,37.51047,126.86736
5944,37.51093,126.86825
5945,37.51087,126.86971
5946,37.51069,126.87068
5947,37.51032,126.87848
5948,37.5104,126.87919
5949,37.51039,126.88034
5950,37.51046,126.88861
5951,37.51009,126.88957
5952,37.51036,126.89022
5953,37.51096,126.89108
5954,37.51027,126.89284
5955,37.51059,126.89345
5956,37.51074,126.89487
5957,37.51028,126.89561
5958,37.51032,126.89648
5959,37.51051,126.89734
5960,37.51069,126.89868
5961,37.51015,126.90181
5962,37.51015,126.90249
5963,37.51024,126.90389
5964,37.51026,126.90435
5965,37.51046,126.90537
5966,37.51043,126.90644
5967,37.51051,126.90729
5968,37.51044,126.90843
5969,37.51043,126.90981
5970,37.51062,126.91034
5971,37.51084,126.91178
5972,37.51049,126.91253
5973,37.51054,126.91313
5974,37.51072,126.91463
5975,37.51026,126.91571
5976,37.51017,126.91633
5977,37.51044,126.91736
5978,37.51076,126.91834
5979,37.51038,126.91933
5980,37.51067,126.92062
5981,37.51059,126.92119
5982,37.51004,126.92271
5983,37.51072,126.92324
5984,37.51084,126.92588
5985,37.51092,126.92658
5986,37.51086,126.92941
5987,37.51051,126.93425
5988,37.51042,126.93614
5989,37.51047,126.9371
5990,37.51014,126.93945
5991,37.51048,126.94039
5992,37.51079,126.94118
5993,37.51084,126.94244
5994,37.51052,126.9446
5995,37.51023,126.94632
5996,37.51069,126.9483
5997,37.51046,126.95112
5998,37.51047,126.95317
5999,37.51058,126.95441
6000,37.51029,126.95528
6001,37.51095,126.95685
6002,37.51037,126.96281
6003,37.5105,126.96319
6004,37.51014,127.00347
6005,37.51028,127.00433
6006,37.51083,127.00712
6007,37.51029,127.01054
6008,37.51037,127.01276
6009,37.51035,127.01678
6010,37.51076,127.02236
6011,37.51085,127.02477
6012,37.51088,127.02563
6013,37.51069,127.02675
6014,37.5109,127.02844
6015,37.51033,127.02963
6016,37.51078,127.03081
6017,37.51049,127.0315
6018,37.51061,127.03325
6019,37.51034,127.03481
6020,37.51007,127.03584
6021,37.51049,127.037
6022,37.51082,127.03769
6023,37.51039,127.03967
6024,37.51046,127.04158
6025,37.51072,127.04272
6026,37.51017,127.04411
6027,37.51094,127.04562
6028,37.51091,127.04766
6029,37.51057,127.0481
6030,37.51094,127.04929
6031,37.51065,127.05066
6032,37.5107,127.05118
6033,37.51036,127.05321
6034,37.51062,127.05732
6035,37.51077,127.06177
6036,37.51027,127.06204
6037,37.51029,127.07135
6038,37.51063,127.07355
6039,37.51074,127.07497
6040,37.51034,127.07522
6041,37.51016,127.07606
6042,37.51024,127.07886
6043,37.51071,127.08158
6044,37.51078,127.08296
6045,37.51079,127.08568
6046,37.51038,127.08617
6047,37.51011,127.09322
6048,37.5106,127.10182
6049,37.51099,127.10234
6050,37.51022,127.10322
6051,37.5107,127.10793
6052,37.51016,127.10892
6053,37.51024,127.11115
6054,37.51003,127.11442
6055,37.51043,127.11514
6056,37.51061,127.11673
6057,37.51012,127.11756
6058,37.51093,127.11942
6059,37.51031,127.12068
6060,37.51061,127.12109
6061,37.51078,127.12202
6062,37.51084,127.12479
6063,37.51006,127.12659
6064,37.51134,126.8302
6065,37.51116,126.83259
6066,37.51176,126.83453
6067,37.51186,126.83581
6068,37.51131,126.83789
6069,37.51127,126.83852
6070,37.51131,126.8394
6071,37.51189,126.84051
6072,37.51159,126.85251
6073,37.5117,126.8539
6074,37.51199,126.85539
6075,37.51142,126.85819
6076,37.5119,126.8677
6077,37.51123,126.86862
6078,37.511,126.86981
6079,37.51161,126.87782
6080,37.51149,126.88033
6081,37.51178,126.88311
6082,37.51144,126.88445
6083,37.51145,126.88506
6084,37.51117,126.88904
6085,37.51116,126.89099
6086,37.51143,126.89129
6087,37.51108,126.89314
6088,37.51162,126.89442
6089,37.51167,126.89572
6090,37.51152,126.89762
6091,37.51117,126.89854
6092,37.51108,126.90039
6093,37.51123,126.90577
6094,37.5114,126.90644
6095,37.51152,126.90742
6096,37.51152,126.90861
6097,37.51141,126.90943
6098,37.51168,126.91113
6099,37.51124,126.9127
6100,37.51129,126.91363
6101,37.51153,126.91449
6102,37.51136,126.91569
6103,37.51114,126.91657
6104,37.51196,126.9171
6105,37.5117,126.91827
6106,37.51174,126.91911
6107,37.51114,126.92051
6108,37.51195,126.92185
6109,37.51122,126.92288
6110,37.51164,126.92318
6111,37.51194,126.92634
6112,37.51168,126.92757
6113,37.51118,126.92836
6114,37.51164,126.93604
6115,37.51174,126.9372
6116,37.51122,126.93927
6117,37.51186,126.94026
6118,37.51187,126.94145
6119,37.51125,126.94207
6120,37.51141,126.94322
6121,37.51168,126.94458
6122,37.5113,126.94531
6123,37.51196,126.94749
6124,37.51199,126.95097
6125,37.5112,126.95461
6126,37.5113,126.95593
6127,37.51158,126.95751
6128,37.51172,127.00203
6129,37.51112,127.00447
6130,37.51128,127.00999
6131,37.51143,127.0164
6132,37.51122,127.01757
6133,37.51141,127.01875
6134,37.51136,127.02161
6135,37.51142,127.02459
6136,37.51125,127.02558
6137,37.51177,127.02846
6138,37.51137,127.02985
6139,37.51165,127.03044
6140,37.51147,127.03183
6141,37.51144,127.03371
6142,37.51166,127.03487
6143,37.51142,127.03557
6144,37.51131,127.03866
6145,37.51153,127.03952
6146,37.51161,127.04159
6147,37.51141,127.04518
6148,37.51181,127.04641
6149,37.51106,127.04852
6150,37.51168,127.04956
6151,37.51127,127.0507
6152,37.51152,127.05141
6153,37.51148,127.05253
6154,37.51144,127.05315
6155,37.51171,127.0541
6156,37.51182,127.05528
6157,37.51111,127.05639
6158,37.51155,127.05754
6159,37.51153,127.06536
6160,37.51101,127.07768
6161,37.51188,127.07841
6162,37.51134,127.07907
6163,37.51155,127.08221
6164,37.51143,127.08477
6165,37.5119,127.08846
6166,37.51197,127.09255
6167,37.51193,127.09524
6168,37.51199,127.1039
6169,37.51112,127.10945
6170,37.51148,127.11029
6171,37.51109,127.11196
6172,37.51192,127.11307
6173,37.51121,127.11519
6174,37.51185,127.11607
6175,37.51176,127.11753
6176,37.51187,127.11807
6177,37.51128,127.11959
6178,37.51169,127.12193
6179,37.51179,127.12254
6180,37.5113,127.12344
6181,37.51169,127.12424
6182,37.51131,127.12532
6183,37.51163,127.12676
6184,37.51258,126.82624
6185,37.51268,126.83166
6186,37.51233,126.83511
6187,37.51249,126.8374
6188,37.5127,126.83895
6189,37.51248,126.84038
6190,37.51256,126.84224
6191,37.51203,126.84338
6192,37.51282,126.85374
6193,37.51252,126.86129
6194,37.51215,126.86453
6195,37.51213,126.87061
6196,37.51228,126.87832
6197,37.51268,126.87968
6198,37.51228,126.88031
6199,37.51228,126.88137
6200,37.51267,126.8824
6201,37.51261,126.88343
6202,37.51215,126.88438
6203,37.51245,126.88623
6204,37.51228,126.88754
6205,37.51228,126.88859
6206,37.51228,126.88955
6207,37.51234,126.89267
6208,37.51288,126.89474
6209,37.51221,126.89773
6210,37.51231,126.89863
6211,37.51286,126.89979
6212,37.5125,126.90167
6213,37.51292,126.90566
6214,37.51245,126.90658
6215,37.5127,126.90794
6216,37.51239,126.90838
6217,37.51292,126.90958
6218,37.51273,126.91142
6219,37.51243,126.91248
6220,37.51211,126.91393
6221,37.51236,126.9145
6222,37.51211,126.91517
6223,37.51229,126.91685
6224,37.51248,126.91747
6225,37.51228,126.91838
6226,37.51276,126.92051
6227,37.51255,126.92165
6228,37.51277,126.92216
6229,37.51239,126.92337
6230,37.51207,126.92478
6231,37.51275,126.92566
6232,37.51294,126.92615
6233,37.5128,126.936
6234,37.5124,126.93759
6235,37.51229,126.94256
6236,37.51224,126.94462
6237,37.51296,126.94584
6238,37.5125,126.94744
6239,37.51224,126.95529
6240,37.51294,126.9562
6241,37.51243,126.99771
6242,37.51255,127.00592
6243,37.51277,127.01113
6244,37.51217,127.01663
6245,37.51255,127.01726
6246,37.51244,127.01929
6247,37.5125,127.02289
6248,37.51289,127.02429
6249,37.51246,127.0275
6250,37.51255,127.03034
6251,37.51285,127.03112
6252,37.5124,127.03264
6253,37.51236,127.03369
6254,37.51288,127.03452
6255,37.51215,127.03747
6256,37.51206,127.03802
6257,37.51263,127.03938
6258,37.51252,127.04028
6259,37.51219,127.04225
6260,37.51241,127.04351
6261,37.51276,127.04451
6262,37.5123,127.04552
6263,37.51206,127.04698
6264,37.51202,127.04704
6265,37.51258,127.04856
6266,37.51232,127.04935
6267,37.51254,127.05055
6268,37.51201,127.05203
6269,37.51257,127.05496
6270,37.51218,127.05592
6271,37.51251,127.05671
6272,37.51237,127.0571
6273,37.51293,127.0646
6274,37.51297,127.06559
6275,37.51258,127.0852
6276,37.51297,127.09467
6277,37.51277,127.09828
6278,37.51219,127.10059
6279,37.5123,127.10483
6280,37.51263,127.10543
6281,37.51214,127.10771
6282,37.51232,127.11226
6283,37.51273,127.1139
6284,37.51272,127.11496
6285,37.51251,127.11719
6286,37.51292,127.11878
6287,37.51278,127.11974
6288,37.51246,127.1203
6289,37.51206,127.12132
6290,37.51277,127.12344
6291,37.51203,127.13383
6292,37.51332,126.82907
6293,37.513,126.83199
6294,37.51399,126.83202
6295,37.51351,126.83311
6296,37.51316,126.83485
6297,37.51396,126.83542
6298,37.5137,126.8387
6299,37.51387,126.84058
6300,37.51301,126.84495
6301,37.51351,126.84547
6302,37.51385,126.85457
6303,37.51342,126.85528
6304,37.5131,126.8605
6305,37.51323,126.86763
6306,37.51333,126.87542
6307,37.51342,126.88037
6308,37.51333,126.88107
6309,37.51389,126.88296
6310,37.51357,126.88357
6311,37.51368,126.88408
6312,37.51318,126.88975
6313,37.5139,126.89038
6314,37.51345,126.89147
6315,37.51352,126.89252
6316,37.51344,126.89431
6317,37.51326,126.89592
6318,37.51313,126.89742
6319,37.5139,126.89891
6320,37.51346,126.89946
6321,37.51337,126.90094
6322,37.51386,126.90199
6323,37.51381,126.90208
6324,37.51363,126.90394
6325,37.51323,126.90536
6326,37.5132,126.90657
6327,37.51367,126.90755
6328,37.51314,126.90865
6329,37.51372,126.90943
6330,37.51335,126.91069
6331,37.51364,126.91145
6332,37.51329,126.91237
6333,37.51341,126.91333
6334,37.51375,126.9143
6335,37.51349,126.91668
6336,37.51319,126.91863
6337,37.51334,126.91931
6338,37.51311,126.92045
6339,37.51399,126.92156
6340,37.51383,126.92234
6341,37.51379,126.92395
6342,37.5138,126.92408
6343,37.51341,126.9258
6344,37.51333,126.92688
6345,37.5138,126.92763
6346,37.51306,126.94207
6347,37.51302,126.94376
6348,37.51353,126.94958
6349,37.51325,127.00567
6350,37.51352,127.00672
6351,37.51342,127.00851
6352,37.51344,127.01015
6353,37.51309,127.01321
6354,37.51351,127.01558
6355,37.51384,127.01612
6356,37.51326,127.01714
6357,37.5136,127.01837
6358,37.51382,127.01933
6359,37.51373,127.02045
6360,37.51322,127.02121
6361,37.51347,127.02626
6362,37.5137,127.02702
6363,37.5136,127.0299
6364,37.51392,127.03081
6365,37.51384,127.03108
6366,37.51307,127.03271
6367,37.51393,127.03333
6368,37.51322,127.0354
6369,37.51347,127.03639
6370,37.51328,127.03751
6371,37.51317,127.0406
6372,37.51339,127.04343
6373,37.51371,127.04487
6374,37.51322,127.04576
6375,37.51336,127.0465
6376,37.5136,127.04755
6377,37.51304,127.0487
6378,37.51364,127.04968
6379,37.51358,127.0505
6380,37.51325,127.0553
6381,37.51302,127.06494
6382,37.51384,127.08212
6383,37.51303,127.0868
6384,37.51369,127.10135
6385,37.51313,127.10637
6386,37.51346,127.10714
6387,37.51361,127.11049
6388,37.51335,127.11222
6389,37.51336,127.11334
6390,37.51302,127.11518
6391,37.51379,127.11672
6392,37.51304,127.11937
6393,37.51358,127.1204
6394,37.51357,127.12181
6395,37.51461,126.82828
6396,37.51447,126.83142
6397,37.51414,126.83361
6398,37.51435,126.84023
6399,37.51458,126.8417
6400,37.51467,126.84312
6401,37.51406,126.8531
6402,37.51469,126.85572
6403,37.51491,126.86671
6404,37.51401,126.87005
6405,37.51404,126.87424
6406,37.51412,126.87645
6407,37.51478,126.88177
6408,37.51473,126.88626
6409,37.51484,126.88841
6410,37.51447,126.88929
6411,37.51488,126.89046
6412,37.51468,126.89143
6413,37.51409,126.89213
6414,37.51452,126.89455
6415,37.51421,126.89548
6416,37.51465,126.89669
6417,37.5141,126.89797
6418,37.51412,126.89806
6419,37.51406,126.89937
6420,37.51454,126.90272
6421,37.51448,126.90363
6422,37.51494,126.90427
6423,37.51415,126.90654
6424,37.5148,126.90775
6425,37.51448,126.90854
6426,37.51422,126.90947
6427,37.51453,126.9109
6428,37.51484,126.91151
6429,37.51486,126.91233
6430,37.51486,126.91357
6431,37.51409,126.91466
6432,37.51448,126.9156
6433,37.51444,126.91714
6434,37.51454,126.91856
6435,37.51476,126.91984
6436,37.51492,126.92038
6437,37.51473,126.92145
6438,37.51463,126.92235
6439,37.51468,126.92339
6440,37.51466,126.92472
6441,37.51442,126.92556
6442,37.51457,126.92602
6443,37.51432,126.93069
6444,37.51471,126.93591
6445,37.51464,126.95252
6446,37.51432,127.00763
6447,37.51422,127.01143
6448,37.51434,127.01443
6449,37.51455,127.01733
6450,37.51468,127.019
6451,37.51476,127.01977
6452,37.51467,127.02064
6453,37.51434,127.02146
6454,37.51448,127.02421
6455,37.51482,127.02705
6456,37.51433,127.02945
6457,37.51491,127.03137
6458,37.51425,127.0322
6459,37.51472,127.03369
6460,37.51457,127.03748
6461,37.51429,127.03921
6462,37.51408,127.04079
6463,37.51436,127.04282
6464,37.5142,127.04374
6465,37.51424,127.04459
6466,37.51445,127.04561
6467,37.51451,127.04936
6468,37.51463,127.05022
6469,37.51422,127.05287
6470,37.51483,127.05327
6471,37.51401,127.05467
6472,37.51446,127.05852
6473,37.51484,127.0601
6474,37.514,127.06374
6475,37.51419,127.06515
6476,37.51423,127.08855
6477,37.5144,127.09141
6478,37.51409,127.10201
6479,37.51421,127.10355
6480,37.5148,127.10539
6481,37.51446,127.10693
6482,37.51472,127.10919
6483,37.51448,127.11046
6484,37.51412,127.11163
6485,37.51436,127.11228
6486,37.51456,127.11398
6487,37.51472,127.11681
6488,37.5149,127.11794
6489,37.51476,127.11846
6490,37.51443,127.1192
6491,37.51492,127.15147
6492,37.51596,126.83416
6493,37.51592,126.83547
6494,37.51533,126.8367
6495,37.51547,126.83754
6496,37.51561,126.83874
6497,37.51563,126.83913
6498,37.51558,126.8409
6499,37.51555,126.84478
6500,37.51542,126.84612
6501,37.51561,126.84871
6502,37.51592,126.85016
6503,37.51568,126.85136
6504,37.51579,126.85229
6505,37.51587,126.85384
6506,37.51525,126.85527
6507,37.51551,126.86103
6508,37.51575,126.87166
6509,37.515,126.87254
6510,37.51571,126.87635
6511,37.5152,126.88107
6512,37.5155,126.8846
6513,37.51562,126.88541
6514,37.51589,126.88616
6515,37.51565,126.8888
6516,37.51586,126.88933
6517,37.51559,126.89018
6518,37.51544,126.89142
6519,37.5154,126.89383
6520,37.5152,126.8947
6521,37.51506,126.89693
6522,37.51503,126.8971
6523,37.5154,126.89889
6524,37.51551,126.89911
6525,37.51534,126.90258
6526,37.51532,126.90395
6527,37.51543,126.90445
6528,37.51551,126.90533
6529,37.51512,126.90842
6530,37.51531,126.90954
6531,37.51551,126.91071
6532,37.5151,126.91148
6533,37.51582,126.91216
6534,37.51597,126.9132
6535,37.5155,126.91644
6536,37.51564,126.91936
6537,37.51515,126.92006
6538,37.51549,126.92184
6539,37.51549,126.92249
6540,37.5152,126.92373
6541,37.5155,126.93949
6542,37.51558,126.94054
6543,37.51504,126.95104
6544,37.51509,127.00832
6545,37.51506,127.01017
6546,37.51526,127.01377
6547,37.51548,127.0162
6548,37.51555,127.01776
6549,37.51567,127.01881
6550,37.51558,127.01969
6551,37.51573,127.02052
6552,37.51524,127.02145
